latitude,longitude,suggested_samples,number_replacements,mean_percent_replaceable,site_samples,number_of_stations,mean_max_depth,low_oxy_depth,sample_size,sd_replaceable,low_oxy_depth_prop,sd_num,lb,num_lb,min_pct_replaceable,max_pct_replaceable,ID,mean_pct_replaceable,sd,min_suggested,max_suggested,geometry
26,-84,5.365989142785002,3.3146067415730336,0.37078651685393255,8.52808988764045,12,786.6404494382023,300,89,0.1345620008830546,1.935483870967742,1.6692098404088298,11.11111111111111,1,0,0.5,26 -84,37.078651685393254,13.456200088305458,8.52808988764045,4.264044943820225,"list(c(-85, -85, -83, -83, -85, 25, 27, 27, 25, 25))"
26,-82,3,0,0,1.6666666666666667,2,14.333333333333334,3,3,0,0.15,0,0,0,0,0,26 -82,0,0,5,3,"list(c(-83, -83, -81, -81, -83, 25, 27, 27, 25, 25))"
26,-80,5,2,0.2857142857142857,7,1,158,158,7,0,1,0,28.57142857142857,2,0.2857142857142857,0.2857142857142857,26 -80,28.57142857142857,0,5,5,"list(c(-81, -81, -79, -79, -81, 25, 27, 27, 25, 25))"
28,-96,4.336734693877551,3.0714285714285716,0.3928571428571429,7.142857142857143,5,332.2142857142857,519,28,0.14318744883070408,1.300751879699248,1.6981159806084754,8.750000000000002,0.3500000000000001,0,0.5,28 -96,39.28571428571429,14.318744883070408,7.142857142857143,3.5714285714285716,"list(c(-97, -97, -95, -95, -97, 27, 29, 29, 27, 27))"
28,-94,3.024793388429752,2.5454545454545454,0.4545454545454546,5.545454545454546,2,59.90909090909091,69,11,0.05222329678670934,1,0.5222329678670935,40,2,0.4,0.5,28 -94,45.45454545454546,5.222329678670934,5,3,"list(c(-95, -95, -93, -93, -95, 27, 29, 29, 27, 27))"
28,-90,4.095500459136823,2.636363636363636,0.3939393939393939,6.757575757575758,7,732.030303030303,90,33,0.2275251123891092,0.6040268456375839,1.3185736094872988,0,0,0,1,28 -90,39.39393939393939,22.75251123891092,6.757575757575758,3,"list(c(-91, -91, -89, -89, -91, 27, 29, 29, 27, 27))"
28,-88,4.73015873015873,2.3333333333333335,0.3333333333333333,7.095238095238095,3,1653.2857142857142,135,21,0.07715167498104594,0.06013363028953229,0.48304589153964794,25,2,0.25,0.42857142857142855,28 -88,33.33333333333333,7.715167498104594,5.321428571428571,4.054421768707483,"list(c(-89, -89, -87, -87, -89, 27, 29, 29, 27, 27))"
28,-86,5.323680106928046,3.1492537313432836,0.3731343283582089,8.492537313432836,8,902.1641791044776,247,67,0.1355412721957832,0.995967741935484,1.209228796849383,22.22222222222222,2,0.2222222222222222,0.6666666666666666,28 -86,37.31343283582089,13.554127219578321,6.60530679933665,3,"list(c(-87, -87, -85, -85, -87, 27, 29, 29, 27, 27))"
28,-84,4.8515625,4.375,0.4375,8.625,3,100.8125,124,16,0.17516226243634264,1,2.5,18.75,0.75,0,0.5454545454545454,28 -84,43.75,17.516226243634264,8.625,3.920454545454546,"list(c(-85, -85, -83, -83, -85, 27, 29, 29, 27, 27))"
28,-82,3,0,0,1,1,10,10,1,NA,1,NA,0,0,0,0,28 -82,0,NA,5,3,"list(c(-83, -83, -81, -81, -83, 27, 29, 29, 27, 27))"
28,-80,3.8279764599366226,5.858156028368795,0.6028368794326241,9.638297872340424,16,370.961390070922,458.785,141,0.24488308303356163,1.7272881292120026,2.494512721622882,25,2,0,1,28 -80,60.28368794326241,24.488308303356163,9.638297872340424,3,"list(c(-81, -81, -79, -79, -81, 27, 29, 29, 27, 27))"
28,-78,6,7,0.5384615384615384,13,1,857.554,780.906,13,0,0.9106202058412648,0,53.84615384615385,7,0.5384615384615384,0.5384615384615384,28 -78,53.84615384615385,0,6,6,"list(c(-79, -79, -77, -77, -79, 27, 29, 29, 27, 27))"
30,-88,5.368888888888889,4.733333333333333,0.4666666666666667,10.066666666666666,3,266.7,400,30,0.1081815108484171,1.82648401826484,1.2298957997167563,33.33333333333333,3,0.3333333333333333,0.6,30 -88,46.666666666666664,10.818151084841709,6.711111111111111,4.026666666666666,"list(c(-89, -89, -87, -87, -89, 29, 31, 31, 29, 29))"
30,-86,3,1.5,0.5,2.5,2,40.25,49,4,0.3333333333333333,1,1,9.999999999999991,0.2999999999999998,0,0.6666666666666666,30 -86,50,33.33333333333333,5,3,"list(c(-87, -87, -85, -85, -87, 29, 31, 31, 29, 29))"
30,-80,5.225806451612903,4.983870967741935,0.5,10.451612903225806,7,511.7698870967742,344.69,62,0.2284964570822828,0.6347776924507696,2.7310715814635356,26.666666666666668,2,0.26666666666666666,0.8333333333333334,30 -80,50,22.84964570822828,7.664516129032258,3,"list(c(-81, -81, -79, -79, -81, 29, 31, 31, 29, 29))"
30,-78,3.2661837935717504,8.553191489361701,0.723404255319149,11.808510638297872,4,832.1569361702128,769.182,47,0.17016579171935617,0.9296666320188935,2.0302978003699024,45.45454545454545,5,0.4545454545454546,0.9090909090909092,30 -78,72.3404255319149,17.016579171935618,6.441005802707929,3,"list(c(-79, -79, -77, -77, -79, 29, 31, 31, 29, 29))"
30,-76,6.264172335600907,8.857142857142858,0.5952380952380952,15.476190476190476,3,3084.226523809524,877.125,42,0.17196629502993288,0.2418057586780596,2.6186146828319083,42.10526315789473,5,0.42105263157894735,0.8,30 -76,59.523809523809526,17.19662950299329,8.959899749373434,3.095238095238095,"list(c(-77, -77, -75, -75, -77, 29, 31, 31, 29, 29))"
32,-120,17.652994791666668,1.9895833333333333,0.09375,19.479166666666668,5,2308.396875,788.7,96,0.07672839267827232,0.5958298708166503,1.803474959577915,0,0,0,0.21739130434782608,32 -120,9.375,7.672839267827232,19.479166666666668,15.244565217391305,"list(c(-121, -121, -119, -119, -121, 31, 33, 33, 31, 31))"
32,-80,3,3.45,0.675,5.1,10,33.72075,116.348,40,0.22471888104602047,6.092156246727407,1.6938803881120914,33.33333333333333,1,0,1,32 -80,67.5,22.471888104602048,5.1,3,"list(c(-81, -81, -79, -79, -81, 31, 33, 33, 31, 31))"
32,-78,3,6.5,0.75,8.11111111111111,5,395.58433333333335,256.022,36,0.2663263134116107,0.7064507762012769,3.760699023168052,28.57142857142857,2,0.2857142857142857,1,32 -78,75,26.632631341161073,5.7936507936507935,3,"list(c(-79, -79, -77, -77, -79, 31, 33, 33, 31, 31))"
32,-76,8,7,0.4666666666666667,15,1,2468.832,811.961,15,0,0.32888467096991614,0,46.666666666666664,7,0.4666666666666667,0.4666666666666667,32 -76,46.666666666666664,0,8,8,"list(c(-77, -77, -75, -75, -77, 31, 33, 33, 31, 31))"
34,-124,19,5,0.20833333333333337,24,1,4202.8,749.9,24,0,0.17842866660321688,0,20.833333333333336,5,0.20833333333333337,0.20833333333333337,34 -124,20.833333333333336,0,19,19,"list(c(-125, -125, -123, -123, -125, 33, 35, 35, 33, 33))"
34,-122,16.12847222222222,3.1875,0.16666666666666666,19.354166666666668,5,3072.446875,749.5,96,0.02980800078843712,0.20396777880585645,0.3923612728354477,13.636363636363637,3,0.13636363636363635,0.2222222222222222,34 -122,16.666666666666664,2.980800078843712,16.71496212121212,15.053240740740742,"list(c(-123, -123, -121, -121, -123, 33, 35, 35, 33, 33))"
34,-120,12.069852941176471,1.713235294117647,0.125,13.794117647058824,11,381.74632352941177,570.5,136,0.05189295115921701,1.6512301013024602,0.6982315039551484,6.25,1,0,0.2222222222222222,34 -120,12.5,5.189295115921701,13.794117647058824,10.728758169934641,"list(c(-121, -121, -119, -119, -121, 33, 35, 35, 33, 33))"
34,-118,13.20703125,1.796875,0.125,15.09375,5,603.3484374999999,607.9,64,0.02038925806137321,1,0.4055052697678833,10,1,0.1,0.16666666666666666,34 -118,12.5,2.0389258061373208,13.584375,12.578125,"list(c(-119, -119, -117, -117, -119, 33, 35, 35, 33, 33))"
34,-78,3,1.5714285714285714,0.5714285714285714,2.4285714285714284,3,17.295285714285715,5.105,7,0.4498677054212187,0.27905324149994537,1.3972762620115438,0,0,0,1,34 -78,57.14285714285714,44.98677054212187,5,3,"list(c(-79, -79, -77, -77, -79, 33, 35, 35, 33, 33))"
34,-76,3,7.5,0.8055555555555556,9.27777777777778,5,1193.9758333333334,800.766,36,0.2107451612373379,1.192008085992566,3.4517076519145875,53.40909090909091,3.25,0.5,1,34 -76,80.55555555555556,21.07451612373379,5,3,"list(c(-77, -77, -75, -75, -77, 33, 35, 35, 33, 33))"
36,-124,18.50913580246914,4.022222222222222,0.17777777777777776,22.511111111111113,2,3482.702222222222,750.9,45,0.04096151425640495,0.19045807335260995,1.0110500592068734,13.636363636363637,3,0.13636363636363635,0.21739130434782608,36 -124,17.777777777777775,4.096151425640495,19.441414141414143,17.617391304347827,"list(c(-125, -125, -123, -123, -125, 35, 37, 37, 35, 35))"
36,-122,9.88069975674137,4.640287769784172,0.3597122302158273,15.431654676258994,10,1340.694964028777,751.3,139,0.23434891708537503,0.7581996165102431,1.9634603963876305,10,2,0.1,0.8888888888888888,36 -122,35.97122302158273,23.434891708537503,13.888489208633095,3,"list(c(-123, -123, -121, -121, -123, 35, 37, 37, 35, 35))"
36,-76,3,2.9166666666666665,0.75,3.6666666666666665,4,21.453083333333332,3.178,12,0.266855993397415,0.16906053835514415,1.2401124093721456,36.66666666666667,1.1,0,1,36 -76,75,26.6855993397415,5,3,"list(c(-77, -77, -75, -75, -77, 35, 37, 37, 35, 35))"
36,-74,5.573501746842248,5.131147540983607,0.4918032786885246,10.9672131147541,7,1606.305737704918,401.238,61,0.22462636090712745,0.2163376618334983,1.7557088771212004,35.714285714285715,2,0,1,36 -74,49.18032786885246,22.462636090712746,10.9672131147541,3,"list(c(-75, -75, -73, -73, -75, 35, 37, 37, 35, 35))"
38,-124,11.276432141484044,4.205882352941177,0.3137254901960784,16.431372549019606,7,1284.764705882353,750.5,102,0.21899494812725853,0.6525519520041736,1.5879386681307637,10,2,0.1,0.7777777777777778,38 -124,31.372549019607842,21.89949481272585,14.788235294117646,3.651416122004356,"list(c(-125, -125, -123, -123, -125, 37, 39, 39, 37, 37))"
38,-122,3.4326171875,2.1875,0.40625,5.78125,12,41.7515625,59.6,64,0.24310211734121592,1.478908188585608,1.2198750911856664,12.5,1,0,0.8,38 -122,40.625,24.31021173412159,5.78125,3,"list(c(-123, -123, -121, -121, -123, 37, 39, 39, 37, 37))"
38,-76,3,3,0.75,4,1,15.422,11.165,4,0,0.723965763195435,0,75,3,0.75,0.75,38 -76,75,0,5,3,"list(c(-77, -77, -75, -75, -77, 37, 39, 39, 37, 37))"
38,-74,3.425770572155717,2.8058252427184467,0.4563106796116505,6.300970873786408,19,752.8853495145631,201.44,103,0.22438458134865816,3.2537554514617995,1.502013370526012,20,1,0.2,1,38 -74,45.63106796116505,22.438458134865815,5.040776699029126,3,"list(c(-75, -75, -73, -73, -75, 37, 39, 39, 37, 37))"
38,-72,7,3,0.3,10,1,2463.741,232.993,10,0,0.09456878787177712,0,30,3,0.3,0.3,38 -72,30,0,7,7,"list(c(-73, -73, -71, -71, -73, 37, 39, 39, 37, 37))"
38,-70,7.004444444444444,6.533333333333333,0.4666666666666667,13.133333333333333,2,3282.244,223.521,15,0.12909944487358055,0.06877217963636319,1.807392228230128,35.00000000000001,4.900000000000001,0,0.5,38 -70,46.666666666666664,12.909944487358056,13.133333333333333,6.566666666666666,"list(c(-71, -71, -69, -69, -71, 37, 39, 39, 37, 37))"
40,-126,18,2,0.1,20,1,2001.2,875.0999999999999,20,0,0.4372876274235458,0,10,2,0.1,0.1,40 -126,10,0,18,18,"list(c(-127, -127, -125, -125, -127, 39, 41, 41, 39, 39))"
40,-124,10.885041551246537,3.1973684210526314,0.23684210526315788,14.263157894736842,6,670.0881578947368,749.2,76,0.08781121797260116,2.3897926634768742,1.045877454161245,11.76470588235294,1,0.1176470588235294,0.3636363636363637,40 -124,23.684210526315788,8.781121797260116,12.58513931888545,9.076555023923444,"list(c(-125, -125, -123, -123, -125, 39, 41, 41, 39, 39))"
40,-74,3.025826446280992,1.318181818181818,0.3409090909090909,4.590909090909091,12,36.3885,10.026,44,0.34633604489739095,0.2746021746870806,1.215648497098953,0,0,0,1,40 -74,34.090909090909086,34.63360448973909,5,3,"list(c(-75, -75, -73, -73, -75, 39, 41, 41, 39, 39))"
40,-72,11.786786786786784,4.828282828282828,0.32432432432432434,17.444444444444443,12,350.49732323232325,77.654,99,0.21447925680542443,1,2.6343120700587517,0,0,0,1,40 -72,32.432432432432435,21.447925680542443,17.444444444444443,3,"list(c(-73, -73, -71, -71, -73, 39, 41, 41, 39, 39))"
40,-70,3,6.25,0.7166666666666667,7.966666666666667,9,1209.163633333333,272.699,60,0.2917343977623695,0.6185712697883422,4.478290382027802,33.33333333333333,2,0.3333333333333333,1,40 -70,71.66666666666667,29.173439776236947,5.311111111111112,3,"list(c(-71, -71, -69, -69, -71, 39, 41, 41, 39, 39))"
40,-68,6.296296296296297,2.5555555555555554,0.3333333333333333,9.444444444444445,2,762.5212222222223,221.147,18,0.3127052419976417,0.2285965028343663,2.006525302818201,9.090909090909092,1,0.09090909090909093,0.7142857142857143,40 -68,33.33333333333333,31.27052419976417,8.585858585858587,3,"list(c(-69, -69, -67, -67, -69, 39, 41, 41, 39, 39))"
40,-66,3.9265927977839334,6.552631578947368,0.631578947368421,10.657894736842104,8,1048.3570394736842,267.421,76,0.2425533198332769,0.5565519796210583,2.792345426779456,40,3,0.4,1,40 -66,63.1578947368421,24.25533198332769,6.394736842105263,3,"list(c(-67, -67, -65, -65, -67, 39, 41, 41, 39, 39))"
42,-126,17,2,0.10526315789473684,19,2,2055.3500000000004,750.5,38,0,0.4446142948515046,0,10.526315789473683,2,0.10526315789473684,0.10526315789473684,42 -126,10.526315789473683,0,17,17,"list(c(-127, -127, -125, -125, -127, 41, 43, 43, 41, 41))"
42,-124,10.120408163265306,1.9142857142857144,0.18571428571428572,12.428571428571429,7,314.9428571428572,693.7,70,0.12280076818564772,4.073399882560188,1.2937178997527965,0,0,0,0.4,42 -124,18.571428571428573,12.280076818564773,12.428571428571429,7.457142857142857,"list(c(-125, -125, -123, -123, -125, 41, 43, 43, 41, 41))"
42,-74,3,0,0,2,1,13.341,13.341,2,0,1,0,0,0,0,0,42 -74,0,0,5,3,"list(c(-75, -75, -73, -73, -75, 41, 43, 43, 41, 41))"
42,-72,3,1.56,0.48,3.64,8,31.68596,15.832,25,0.339934634239519,0.454381080848377,1.121011448053349,20,1,0.2,1,42 -72,48,33.993463423951894,5,3,"list(c(-73, -73, -71, -71, -73, 41, 43, 43, 41, 41))"
42,-70,3.2568359375,4,0.546875,7.1875,10,142.540609375,250.171,64,0.33333923842086194,1.9245107391224077,2.949307155657528,11.11111111111111,1,0,1,42 -70,54.6875,33.33392384208619,7.1875,3,"list(c(-71, -71, -69, -69, -71, 41, 43, 43, 41, 41))"
42,-68,3.328512396694215,5,0.5909090909090909,8.136363636363637,6,152.9023409090909,198.071,44,0.22659215527545729,1.0590559601338851,2.420839754357787,25,1,0.25,1,42 -68,59.09090909090909,22.65921552754573,6.1022727272727275,3,"list(c(-69, -69, -67, -67, -69, 41, 43, 43, 41, 41))"
42,-66,4.520616409829238,3.663265306122449,0.4489795918367347,8.204081632653061,13,288.0604285714286,258.765,98,0.39112174196919586,2.0524850484636006,3.7332274463258224,0,0,0,1,42 -66,44.89795918367347,39.11217419691958,8.204081632653061,3,"list(c(-67, -67, -65, -65, -67, 41, 43, 43, 41, 41))"
42,-62,4.73469387755102,7.571428571428571,0.6190476190476191,12.428571428571429,2,2250.710428571429,280.323,21,0.03086066999241837,0.10155213856038196,2.3145502494313788,60,4,0.6,0.6666666666666666,42 -62,61.904761904761905,3.086066999241837,5,4.142857142857144,"list(c(-63, -63, -61, -61, -63, 41, 43, 43, 41, 41))"
44,-126,15.782510790016888,2.4657534246575343,0.136986301369863,18.28767123287671,4,1523.3835616438355,933.2,73,0.06665119284853127,0.6505402579295922,1.119054558555047,5.263157894736842,1,0.05263157894736842,0.2352941176470588,44 -126,13.698630136986301,6.665119284853127,17.325162220620044,13.984689766317485,"list(c(-127, -127, -125, -125, -127, 43, 45, 45, 43, 43))"
44,-124,8.942517033440364,2.4601769911504423,0.21238938053097345,11.353982300884956,11,178.01946902654868,71,113,0.07523796021420989,0.4883081155433287,1.1575481957729858,10,1,0.1,0.4,44 -124,21.238938053097346,7.523796021420989,10.21858407079646,6.812389380530973,"list(c(-125, -125, -123, -123, -125, 43, 45, 45, 43, 43))"
44,-70,4.083044982698962,2.823529411764706,0.4117647058823529,6.9411764705882355,1,91.59358823529412,81.615,34,0.2121530406474804,0.8549296069722617,1.2666009927622472,16.666666666666664,1,0.16666666666666666,0.8333333333333334,44 -70,41.17647058823529,21.21530406474804,5.784313725490197,3,"list(c(-71, -71, -69, -69, -71, 43, 45, 45, 43, 43))"
44,-68,4.611636210880068,2.782608695652174,0.36231884057971014,7.231884057971015,10,166.37663768115942,220.583,69,0.27900082916010366,1.2007784431137725,2.312813191620767,0,0,0,1,44 -68,36.231884057971016,27.900082916010366,7.231884057971015,3,"list(c(-69, -69, -67, -67, -69, 43, 45, 45, 43, 43))"
44,-66,4.962270166861516,1.7835051546391754,0.27835051546391754,6.876288659793815,16,99.31594845360824,147.585,97,0.18610627208640815,1.552366126368714,1.12014511823721,0,0,0,1,44 -66,27.835051546391753,18.610627208640814,6.876288659793815,3,"list(c(-67, -67, -65, -65, -67, 43, 45, 45, 43, 43))"
44,-64,4.743801652892561,2.636363636363636,0.3636363636363637,7.454545454545454,3,111.55145454545456,134.107,22,0.1846372364689991,1.064425748075244,1.3289972784899773,12.5,1,0.125,0.5,44 -64,36.36363636363637,18.46372364689991,6.5227272727272725,3.727272727272727,"list(c(-65, -65, -63, -63, -65, 43, 45, 45, 43, 43))"
44,-62,4.223140495867769,2,0.3636363636363637,6.636363636363637,2,208.11172727272728,257.045,11,0.19462473604038072,1,0,25,2,0.25,0.6666666666666666,44 -62,36.36363636363637,19.46247360403807,5,3,"list(c(-63, -63, -61, -61, -63, 43, 45, 45, 43, 43))"
44,-58,6.8125,2.4166666666666665,0.25,9.083333333333334,3,477.9639583333333,215.482,24,0.16594044679962136,0.6578191904113936,1.7672544824662637,0,0,0,0.4,44 -58,25,16.594044679962135,9.083333333333334,5.45,"list(c(-59, -59, -57, -57, -59, 43, 45, 45, 43, 43))"
46,-126,17,3,0.15,20,1,1364.8,849.7,20,0,0.622582063305979,0,15,3,0.15,0.15,46 -126,15,0,17,17,"list(c(-127, -127, -125, -125, -127, 45, 47, 47, 45, 45))"
46,-124,7.5296875,2.3875,0.2375,9.875,10,368.20625,999.2,80,0.10094995764868214,11.354545454545455,1.354726839671593,11.875000000000002,0.9500000000000002,0,0.4,46 -124,23.75,10.094995764868214,9.875,5.925,"list(c(-125, -125, -123, -123, -125, 45, 47, 47, 45, 45))"
46,-60,6.566326530612245,0.5357142857142857,0.07142857142857142,7.071428571428571,4,107.49578571428572,134.179,28,0.06804138174397717,1.1663986369602823,0.5078745001833701,0,0,0,0.14285714285714285,46 -60,7.142857142857142,6.804138174397717,7.071428571428571,6.061224489795919,"list(c(-61, -61, -59, -59, -61, 45, 47, 47, 45, 45))"
48,-126,9.819367217479833,4.230088495575221,0.3230088495575221,14.50442477876106,17,923.0561946902654,1001,226,0.20422628404494308,1.689451476793249,2.129199534754879,5.555555555555555,1,0.05555555555555555,0.8181818181818182,48 -126,32.30088495575221,20.422628404494308,13.698623402163223,3,"list(c(-127, -127, -125, -125, -127, 47, 49, 49, 47, 47))"
48,-124,6.546103509815585,2.951219512195122,0.3170731707317073,9.585365853658535,10,134.68170731707318,107.3,82,0.21281393073627497,1.2819593787335724,1.8385611592777371,18.181818181818183,1,0,0.7777777777777778,48 -124,31.70731707317073,21.2813930736275,9.585365853658535,3,"list(c(-125, -125, -123, -123, -125, 47, 49, 49, 47, 47))"
52,-130,9.093433842491567,4.070422535211268,0.323943661971831,13.450704225352112,6,517.0605633802817,1012.5,71,0.08302097048558796,4.934210526315789,0.6397308287078208,22.22222222222222,3,0.2222222222222222,0.5,52 -130,32.3943661971831,8.302097048558796,10.461658841940531,6.725352112676056,"list(c(-131, -131, -129, -129, -131, 51, 53, 53, 51, 51))"
